10000 20000
43 2969 1.84345230108
43 8732 6.88721970591
43 2143 7.12727104645
44 1320 5.07887398325
44 7220 1.85270689377
44 301 8.22776810385
45 7481 6.68506720622
45 1220 7.86224417117
45 685 9.94688412597
45 9255 3.26914439913
46 4880 5.52536661136
46 8802 3.83278316813
46 8638 9.03550127219
46 967 1.85827135113
47 9099 1.83379912452
47 422 8.59415611041
47 3647 7.94288140104
48 9599 1.47356286612
49 9027 5.83357775575
49 7625 3.22673889896
49 3074 5.45107676244
49 9715 1.71457942599
49 3661 5.58229071825
50 2072 1.18645548829
50 3992 2.32137424858
50 5138 4.68435170915
50 7077 3.48712231419
50 7338 7.49175828253
51 3560 8.77353610924
51 8996 5.8822575491
51 7876 2.49881898017
52 1272 6.09865831043
52 9429 5.81499682958
52 2038 5.39244581305
53 2178 4.79002449739
53 4435 7.15623520207
53 9719 9.17297505562
53 4566 7.17874768936
53 6399 2.41875539776
54 2104 5.87600392093
54 3025 4.76630576866
54 5733 8.84509069839
55 5792 8.62718639059
55 1956 9.92530671951
55 6694 7.58720282809
55 5355 2.81504265637
55 4408 2.09947523894
55 4477 1.01903185164
55 1246 4.07897335752
55 191 6.69602932888
56 1702 2.14518496364
56 1770 5.88615940526
56 846 3.95875410859
56 5847 6.16672879001
56 9147 9.00472901125
56 426 3.44787406798
57 160 9.12655938558
57 3524 7.39452907952
57 5644 8.60509170232
57 5710 9.97177049424
57 9558 2.91327747532
57 603 3.98942212028
57 2910 8.33094648037
58 386 4.78032223811
58 5604 4.52646136522
58 3563 8.40393308446
58 5713 3.38861749763
58 6643 4.46329308504
58 3287 6.24562966968
59 1793 1.50467914301
59 5839 8.48767205333
61 8353 7.92204265067
61 8363 5.45000718144
61 5145 5.62007964477
62 999 5.47722099665
62 4904 7.42935469563
62 3466 2.32630140503
62 7405 5.00918081563
62 5550 7.10540030353
62 7279 8.96824577669
63 2610 6.03454369486
63 9540 5.25779860281
63 8423 3.40628990368
64 816 5.50848370777
64 8340 7.99093455574
64 2645 7.07543939559
64 2004 4.11363915635
64 7450 2.35722828598
64 2269 2.48380453999
64 958 5.24803699742
65 9081 2.31754086584
65 8308 9.50945510661
66 3401 9.76715555917
66 3779 7.361779229
66 2653 2.18838795275
67 295 3.08566975148
67 5583 1.44718245463
67 7575 8.44290510242
68 7721 3.28593099655
68 1178 2.99121152918
69 7916 2.44287944734
70 4808 8.66045018589
70 7810 4.14713872
70 9014 4.02438814123
71 3273 7.67338090459
71 1187 7.97693002672
72 7028 6.18843036241
73 4291 8.88204396907
73 1061 9.84137038255
73 5382 9.54146469599
73 8488 4.03328968497
73 7692 9.92033316953
73 8719 8.05741262593
73 6708 2.44829525777
73 7604 1.62385733458
74 7546 1.88929034675
74 5588 1.27593085458
75 3523 6.03306441023
75 2280 8.43704112762
75 5065 1.92589769848
75 7598 7.26963633116
75 5923 2.33937969468
75 6997 6.70528805112
76 9907 2.50665953987
76 477 3.55064175491
76 7727 8.92872927688
77 9273 2.08629947597
77 1426 8.75604538998
77 7123 7.85348658947
77 3247 1.96813489722
78 2272 5.95932135121
78 7569 9.86331807393
78 6954 7.67121103769
78 9939 6.34856245838
79 4768 2.26989699004
79 4935 5.39185884691
79 8749 4.61029668243
79 1726 9.57171789307
79 3983 3.18044018396
80 9904 9.01749479521
80 9991 4.84835354676
81 8011 1.68481763153
81 8631 3.18247639074
81 1771 8.96527622754
81 652 9.91311640989
81 591 7.96795986356
81 2617 4.35076352624
81 8697 2.29816709115
82 7432 4.18220541577
82 2329 5.87491807716
82 8620 1.76585972882
82 8677 6.44865348963
82 7673 1.32457748907
83 2585 1.49715131044
83 1578 7.22058610785
83 3478 6.34141242402
83 9999 7.24713367757
84 9639 7.77290421582
84 7563 1.13546427149
84 9167 9.43796006766
84 2167 3.00956696545
84 9529 2.18160884104
84 2941 1.95226069358
85 2210 6.72548635228
85 3941 2.8640705581
85 8906 1.5011392604
85 1677 7.54519524599
85 3513 2.59069188364
85 1418 1.57094554138
86 1888 3.05315351194
86 993 1.52081883034
86 6052 2.48059445591
86 9927 2.52271624058
86 9065 5.27727068646
86 5167 2.2651910326
86 2293 3.10583854175
87 3672 1.72051289176
87 2248 4.31515341497
87 7651 5.42015244575
87 3535 4.91808711515
88 9760 2.74148160461
88 6047 7.96230024872
89 4265 2.1501885481
89 8915 8.33366534244
89 543 5.77046896
90 2236 2.97281171643
91 1774 1.14132971914
92 5025 6.26402253345
92 9618 7.04131185826
93 5128 1.36212135569
93 1586 2.90713405839
93 8541 8.52722859821
93 2801 8.19522548244
93 1791 8.16416637155
93 7157 9.89021500508
93 3071 1.65217307785
93 8861 8.01419574212
93 6943 8.76800306063
94 9188 2.71712345065
94 9610 8.11184520169
94 6348 1.45312104436
94 2573 1.62676520902
94 6771 8.71888842982
94 9278 5.87469837081
94 2079 5.05895660887
95 4225 3.6495680217
95 1415 6.36410828325
95 4263 9.52819391312
95 5548 9.72636171591
95 8687 3.8692730201
95 145 2.65936032122
96 8720 4.43811718679
96 5444 8.96216345711
96 733 1.09474946379
96 7646 9.5997019545
97 6585 4.19569662365
97 2131 3.68147672766
97 9549 7.29195896105
98 7655 3.63524842238
98 4044 5.20911317736
98 6289 5.78713127641
98 1298 7.35467718221
98 628 1.56535291961
98 2452 1.19091135177
98 3806 7.29776581402
99 9932 6.7340241585
99 7746 9.66866261153
99 6474 2.18719699251
99 7789 5.31528485789
100 6049 2.47110886986
100 9282 9.2740446588
100 6275 3.15496884958
100 1949 3.04119032507
101 8417 4.74240124955
101 1542 7.72574643205
102 1506 4.16072723445
102 4072 2.23287311244
102 2122 4.17757319214
102 7662 2.49606210344
102 5808 9.10788287999
102 3796 9.15694981726
102 469 7.20337963434
102 8796 3.19300753491
103 4272 4.71986416762
103 6323 3.62531450169
103 4277 7.35353688681
104 1665 5.79060942813
104 4738 1.40498252694
104 3011 6.95026130909
104 4403 5.80679909245
104 1079 1.79812229792
104 3097 7.58078610584
105 9154 1.94168411108
105 1034 4.82637174379
105 9843 5.59615806505
105 7477 6.19529832612
105 9626 5.11327038769
105 7037 5.30220860482
106 2161 4.84803078887
106 156 2.55591464482
107 7816 4.19859763179
107 4153 5.8943323185
107 8592 6.66191966366
107 6160 5.31165191085
107 5871 3.58115345538
108 5216 7.74523337685
108 3261 3.91646303
108 6365 6.61710784471
109 6784 2.40015930806
109 6176 1.27921822506
109 8323 7.04769952772
109 1157 9.24348772281
109 2321 3.1846542127
109 7411 1.33139962352
109 9141 6.90037488448
109 7319 5.35326056292
109 7027 6.08884603297
110 7672 4.63166338625
110 234 4.59833441135
111 4688 7.49585996961
111 6972 1.11561977178
111 9070 7.50363037384
111 4094 4.99164494414
112 4932 8.51156341905
112 2858 8.73087307846
112 8339 9.74357767746
112 4364 7.28191624271
112 4300 7.11009362121
113 6320 4.63306523272
113 7603 1.73052692911
113 245 8.77632340764
114 7496 4.47487310008
114 6544 7.48547336537
114 984 9.39103803939
114 5005 9.74176659912
115 9970 3.41938815669
115 8890 7.11341372666
116 4600 8.83517152784
116 9074 8.07745816065
116 5210 4.64981975575
116 1270 6.96962598267
116 1919 6.51379191778
117 1858 8.00455498183
117 8124 7.21364205856
117 3367 6.85607904277
118 2793 4.91145898011
118 4394 9.77149304131
118 9860 3.50370594547
118 5173 8.93849187394
119 3169 9.19858988551
119 1698 3.3235172201
119 4932 7.51936063683
119 517 2.97964103378
119 6852 9.32712588866
119 5821 3.67799537268
119 6725 7.35462328878
120 9232 7.57725387187
120 5419 3.70180764355
120 4879 2.50676030184
121 581 3.91258811595
121 2408 3.56565833366
121 9193 9.24811461191
121 8264 2.55408506603
121 693 3.05540610418
121 2684 8.65264925095
122 6382 4.51051066307
122 6205 6.7015514321
122 7246 6.30885297327
122 2247 8.5189251959
123 4230 9.76267639554
123 2504 6.90190057861
123 2827 1.91338768331
123 9038 8.02033162351
123 7343 5.84446483936
123 8371 9.50494727278
123 2293 6.78553069383
124 6896 7.09105641204
124 2817 3.05115973512
124 6186 5.49591871888
124 8098 7.24998748593
125 6825 9.80652789112
125 599 2.42336314643
125 9595 5.00434577719
125 1126 9.42164359933
125 1575 3.4591931457
126 3552 8.41594362829
126 7974 8.82712922056
126 9899 6.06632450211
126 6640 2.50960202342
126 5748 8.2121051757
126 6293 5.48495055848
127 7435 5.54309549836
127 8724 7.8548861049
127 4286 3.856983481
128 8416 1.50383204186
128 4481 1.19380497294
128 5645 2.8899843422
128 9328 6.80635072013
128 6774 4.79851820599
128 4848 2.0637236484
128 1375 3.85078531041
129 7873 2.36143425954
129 5093 6.44901019611
129 4810 8.88498851103
129 589 2.81835186371
129 3472 2.12045813944
129 6588 6.56834021202
129 6974 1.85425407676
130 6448 2.89801717877
130 8068 4.98240498082
130 1002 9.10458206431
130 4910 1.93672419683
130 7215 5.48962024871
130 3280 8.98968522534
130 6097 2.73175161005
130 1944 5.26272306213
130 8730 1.81402157703
130 2270 1.06578508496
131 258 5.24563534099
131 4613 2.30023832391
131 3368 2.66917201585
131 3177 1.5464296619
131 6749 4.58710237357
131 1628 3.9460379262
131 8125 1.47907180148
131 6079 5.11300604933
132 5122 3.45994637654
132 1252 9.93340171082
132 1862 9.33943071881
132 5134 7.99443379186
132 1842 7.97798895013
132 6169 3.46809365615
133 4529 2.73017517739
133 1362 4.10367576611
134 5816 5.36129855658
134 3204 7.03432257963
135 8270 5.87755008774
135 2063 9.66079056784
136 4675 9.18497804668
136 3816 4.15617007371
136 4075 3.84162723419
136 9010 8.40825830607
136 2742 9.45048072414
136 2007 4.21126810361
136 7868 8.85157393031
137 6097 7.95982638014
137 251 4.93877741678
138 5168 9.980169669
138 2756 7.81494488012
138 5018 6.22407177718
138 7372 5.75197660395
138 3325 2.42236154634
139 7832 8.68576738384
139 3436 8.13310393158
139 2122 7.06440238083
139 6316 2.85325849991
139 4039 8.35649505211
140 9540 4.16504843965
140 4262 5.92826022008
140 3981 6.20757415709
140 7506 1.04069705475
140 9785 6.52414027872
140 634 9.33315903793
140 9115 5.40352088401
140 3388 7.60762574177
140 8126 8.61073764769
140 8479 9.91991332131
141 3025 8.46927444318
141 9564 8.69731067765
141 1445 8.55409610439
141 503 5.46656758189
142 6240 1.24680661797
142 8194 3.29413062478
142 8878 9.00549052279
143 9961 1.44854761747
143 7700 7.94666129488
143 2320 1.27121733449
143 2451 3.41110924238
143 5972 1.0355622163
143 7124 7.11041450277
143 6910 6.0528272384
144 4065 7.75388084691
144 2214 3.86583270774
144 6502 4.5550400277
144 6703 1.17152417269
144 1534 8.83161146654
144 1462 3.66103460848
144 3578 6.98739046407
144 350 6.75370422381
145 7785 4.55438957277
145 1907 5.12333921609
145 4971 2.88788999207
146 5409 3.75266588487
146 5251 2.20697568941
146 2919 9.90016775747
146 7149 9.25346184119
146 8692 6.78860165243
146 3350 6.69047770136
146 1850 2.83221165401
147 9592 5.63440243451
147 1033 7.8095398979
147 6627 7.20579117499
147 6278 2.83368504585
148 7456 3.64713129415
148 6573 2.28865254875
148 9550 1.59756760906
148 1695 5.62704289177
149 373 6.2549429279
149 5453 8.17737508525
150 1356 9.38227561715
150 6785 3.92136451521
150 2964 6.58173712073
151 4193 7.51266860425
151 773 6.2848954175
151 3398 1.73431910932
151 7415 7.64208442094
151 9084 4.3249597444
151 4543 3.38918986636
152 8973 2.11914347421
152 5421 2.14013489602
152 733 6.13284549977
153 7010 1.50179612381
153 1717 8.96441039094
153 9054 2.28438132543
154 6936 6.91035593517
154 6042 7.55091149827
154 4005 9.62245073213
155 5744 5.46831985671
155 7624 3.44940815555
155 7466 9.65416233976
155 1010 4.49980300782
155 2343 9.76423087143
156 9222 3.88079015284
156 6919 6.69742576307
156 6890 3.51209073955
156 1163 9.51571444891
156 9527 8.99938941472
156 1340 1.41264974306
156 6557 3.50404262207
156 5118 8.08104841845
157 778 3.21332429256
157 7699 9.64635004212
157 4982 3.17716941926
158 8288 5.20953561109
158 5129 9.98420528611
158 916 6.18024626269
158 8533 8.13561937059
158 7926 8.08395572147
159 7058 4.64081228549
159 8922 5.50468473425
160 5835 9.09670580523
160 907 5.95704793248
160 2127 4.2131800107
160 2873 6.76796441244
160 5951 3.1765008903
161 6617 4.82740366429
162 4553 4.44167799695
162 8707 1.64935770126
162 6317 6.73379266269
162 7774 6.28177700678
163 1041 2.53046949754
163 7450 4.72203669389
163 2526 1.39614150276
164 8444 6.13422006454
164 669 6.95732937941
165 3656 6.14019316647
165 5644 1.36022522424
165 9367 4.84306147792
165 6554 1.90280954329
165 4700 2.03920246885
165 8445 5.96128942954
166 8768 1.94828568314
166 8514 5.27390997345
166 5380 4.46535002623
166 7847 1.97405939617
166 6313 8.66844017274
166 4460 1.11125989909
166 8846 2.37041796196
166 6111 5.93973768164
167 9732 7.61394445368
167 1285 8.87622634998
167 1135 4.05431973208
168 6776 8.61803744847
168 2054 2.27072450147
168 798 8.05407377185
168 1207 2.56798558064
169 2872 5.96938689389
169 7545 7.84264517584
169 1913 9.52524649846
170 1698 2.71993054122
170 9379 8.36768521854
170 7490 5.22100330945
171 9954 7.63271124692
171 7980 1.26456224528
172 4648 1.17211299992
172 3699 2.53685653833
172 2652 5.63886492169
172 3246 1.34388104677
173 4864 1.2448159287
173 6096 4.41208732123
173 6104 1.19558555035
173 5863 5.03264815434
174 280 4.78091002844
174 9040 1.59722864091
174 7859 7.50053275444
174 8124 2.76137256397
174 1151 8.1590622278
175 9498 7.01245093796
176 6684 3.32296124658
176 9515 8.62370387475
176 812 3.85770122278
176 4909 3.10522115857
176 9183 7.85969433521
177 7579 9.10088837708
177 6228 8.77089867223
177 2350 2.43613975783
178 8624 9.11516227647
178 9209 6.07352560757
178 5955 5.04669273474
178 1753 2.62139259842
179 3355 9.95327132615
179 5646 7.56993268021
179 7046 7.88821641929
180 5029 4.59521869937
180 806 4.54830313266
180 2703 5.17985019483
180 5360 4.33150081492
180 7862 1.95804409162
180 409 7.65001407855
181 2368 7.43922062483
181 9736 5.5887025944
181 7985 7.3753459981
181 754 9.14625619942
181 9814 8.5644405141
181 5503 8.66449739548
182 4224 9.77694622022
182 2985 3.50504674124
182 4333 2.92759199253
182 6767 4.33194271719
182 6706 5.0916735377
182 5694 8.39060478764
183 5769 1.59499764018
183 9971 1.31286895616
183 7829 6.58779068007
184 4886 3.8064484218
184 7483 6.59721494314
184 6397 9.83308015115
184 3806 6.30936461791
184 654 1.76411704394
185 1825 4.96797985297
186 240 5.47673920367
187 4761 8.8010147497
187 1542 4.73219425853
187 5255 3.12691181938
188 1872 5.01231467436
188 5421 9.77267247801
189 5218 7.54352323294
189 2102 4.1684211885
189 7832 8.07462128964
189 2617 8.51134573315
189 4506 6.4906618746
189 6428 7.62120536058
189 8542 3.99176173969
190 280 5.76320812284
190 7305 3.27740427762
190 7194 7.06038399957
190 3573 7.10812400197
191 3497 7.89206300207
191 6475 9.76718393077
191 6286 6.03690076486
191 4403 1.16036348922
191 5305 1.82368154135
191 9436 2.09349385172
192 3336 6.48406486331
192 6681 7.36273022169
192 9380 5.95694044791
192 2836 1.15370671736
192 8956 5.9094334057
193 7193 2.53497408635
193 7634 8.96196163173
193 4875 8.98587307889
193 4078 8.06912348053
194 3273 4.92653174029
194 5894 9.57084921258
195 875 8.53707481721
195 9714 8.28439102852
195 1298 6.11200480549
195 3604 7.68735036341
195 8726 7.48797963033
195 1112 1.74450242122
195 5044 7.82716800544
196 4834 2.89048402884
196 2850 3.51483231094
197 8066 8.13436116042
197 9851 7.03099128071
197 8396 4.62137281886
197 6474 1.98534159632
197 4150 2.98096632044
199 6691 9.15915308673
199 1960 7.80852804724
199 2922 4.73520992405
199 4690 8.21604959181
199 7700 1.25707325057
199 2900 8.80080213067
199 6525 5.35608767755
200 4473 5.43919548032
200 1479 3.8392003642
201 4385 7.08922280684
201 5890 1.37256917003
201 3942 1.35122950131
201 3304 3.40510357096
201 4526 5.67881314224
201 3257 7.95011669277
201 8351 1.89416164195
202 7378 9.38217694354
203 2259 9.05952950843
204 5300 5.87324467357
205 6124 3.32408527506
205 9917 8.72804190576
205 7885 1.59108627706
206 1139 1.90384837233
206 1014 8.34362389476
206 6774 5.16719961109
207 9893 4.15575265229
207 5485 3.74690344666
207 7662 3.5342909205
207 8626 6.85055795175
207 6680 5.44498769244
207 601 5.54893433031
208 9178 6.21290088667
208 7291 2.71797607091
208 9666 2.76085230514
208 1759 9.5654548897
208 2327 5.36779541782
209 4576 4.80551421142
209 9029 8.98831029103
209 2318 5.39977636562
209 1520 5.28739756025
209 881 6.04136399809
209 8565 3.18452997236
210 7268 9.20220349275
210 6719 8.07574501821
211 9976 5.07661658412
212 728 1.61224695094
212 6817 5.66406378942
212 5682 2.31905045438
212 7771 5.06344989971
212 3725 4.75648896634
213 7096 8.61868452745
213 3003 9.80751361204
213 8444 4.44306285822
213 4997 4.12734556218
214 5050 2.26466476225
214 4092 5.88827007743
215 4890 9.28227503342
215 9915 4.72161193759
215 6011 9.48923678674
215 4382 6.96895959352
216 4512 2.74996594463
216 8995 7.93252668674
216 1597 8.37426446615
217 4309 2.48617649791
217 8054 1.34065958677
218 352 3.18873257181
218 6201 6.83752431367
218 4223 8.39044807552
218 5036 6.48372858949
218 799 8.31033207793
219 9310 5.81358205089
220 5594 7.10765245133
220 2732 6.22740010047
220 9646 2.964490459
220 9328 9.06790681626
220 6202 3.90208655924
220 9629 6.56713907511
221 2075 3.22493706025
221 9148 5.4648461858
221 8877 9.18373802593
221 5438 2.80427261211
221 6949 9.45966385373
222 2075 1.40623707906
222 1692 6.5076394919
222 4069 5.23736558211
223 9065 7.42838162389
223 5918 2.30839286778
223 3415 1.91412174771
224 5930 2.92180453458
224 5087 6.51560356723
225 5377 7.656500162
225 1018 9.95942161954
225 9554 2.33822612026
225 1813 8.77303903944
226 707 9.88770890986
227 5924 2.08870070558
227 2175 5.64226373099
228 2099 6.9017462934
228 6028 3.35035091894
229 2224 7.85594542204
229 7833 2.31422585437
229 3546 1.55090747714
230 4059 4.7391355229
230 4709 9.1404065422
231 2781 2.78714065532
232 6553 8.48441641056
232 5970 4.30871331556
233 1667 2.94266220068
233 9349 3.55570937167
233 870 5.7027276987
233 8233 3.57511473278
233 599 6.95999802753
233 8339 4.54554265293
233 2295 1.35962468559
233 1574 5.29102499421
234 4176 7.05809951613
234 4302 8.2766448114
234 9488 5.93126615985
234 978 4.33442535137
234 8627 2.24604935604
234 5620 2.90210833845
235 6388 3.84414640216
235 7108 3.44439570016
235 1599 9.88794347759
236 8250 2.92584091663
236 8730 7.43692341628
236 8548 2.22909615998
236 9485 3.07251491011
236 2302 3.26218034707
237 6466 6.55616815411
237 7655 2.30021943777
237 4235 7.61216593448
237 2036 4.30562035103
237 7132 8.52113933728
237 3455 3.10451213078
238 7224 2.58395881597
238 3895 9.13778683885
238 9028 7.22213974774
238 966 8.83590958932
238 9063 3.38900340701
239 344 9.94594957636
239 1622 3.26693881218
239 1965 3.95073353767
239 622 3.1430196043
240 728 6.10493057338
240 5066 9.97926152294
240 9150 4.78265038147
241 6665 8.78421296821
241 1278 4.07292803483
241 7839 2.94748878309
242 3584 2.9129989206
242 769 2.17733204707
242 827 8.08433226647
242 4865 7.15127775049
242 6031 3.8878893336
243 3104 8.01360530443
243 7108 8.32676230422
243 6983 5.19247229865
243 745 7.35858596951
243 6803 4.65519425137
243 7812 3.34983729367
243 3422 5.16958085704
243 2879 4.32223941952
244 7148 5.96307401287
244 5660 8.90803816215
245 7491 3.95041909056
245 935 8.47527622468
245 8075 1.20016429523
245 9613 5.96929118602
245 9212 6.63019993626
246 7236 8.79664995545
246 6537 3.02344030323
246 6834 4.30291976553
246 6870 1.9444246765
246 3844 5.93823664341
246 7167 2.3905265355
247 3168 9.22788415658
247 7499 8.14275618799
247 8345 9.0586200887
247 8954 7.932695601
247 796 9.70427152842
247 2490 7.89095629166
247 959 4.28828086911
248 9752 9.83305111157
248 4993 3.41394188619
248 547 5.88203020682
249 4016 5.02331504424
250 1087 6.08448550964
250 8083 9.9218487761
250 7181 3.12873523216
250 1669 6.78197109504
251 7460 8.82007198942
251 3397 4.64540242954
251 1174 2.97819715424
252 5160 7.21748099051
252 5538 2.47908222808
252 4219 4.42331685604
252 8276 6.96315263653
252 1487 3.59897354159
253 3123 7.8960236614
254 5400 3.21896398867
254 3090 1.64982216445
254 294 9.31179307634
254 6127 2.58420614991
255 1539 8.54940614783
255 4233 2.67101445715
255 7601 7.72731706895
255 7766 2.68299506011
255 7487 4.63177569441
256 2112 3.94630396282
256 2817 1.92781070375
256 6184 3.77834418433
256 2122 2.92328089347
256 2483 3.49235008392
256 1112 1.23770313696
257 3112 4.03401023667
257 5740 1.8422513459
257 3011 7.6794022488
257 5932 2.24820759996
257 2697 8.25347837883
258 2696 1.72427985464
258 3248 6.18069137618
258 2836 3.72866481793
258 2230 8.9183086602
258 4852 2.65681297356
259 4107 8.81326306069
259 5554 9.60804816936
259 5403 4.33671178505
259 1092 5.59998984955
260 1115 1.21189213115
261 8917 1.79119666977
262 5037 4.30094906225
262 3911 6.74335854096
263 1693 5.76432742943
264 7113 8.76835152518
264 3003 1.68660576952
264 9180 7.50861499335
264 1678 5.34809903732
264 7367 8.88279040489
265 665 5.78389653863
265 6364 1.28799689475
265 3925 3.82874181301
266 1316 9.34115900338
266 1094 3.41621520964
267 4689 5.12428135169
267 6118 1.38531725446
268 6271 5.1720325539
269 6403 5.24820328209
269 2916 7.6093229615
269 4268 7.10608822285
269 8813 4.49568620858
269 9841 4.65202623603
269 9619 1.90093631701
270 9454 9.19281189661
270 4438 8.42017776115
271 4912 6.90948051823
271 2029 9.18439364277
271 7351 4.41676542921
272 4960 5.77506076043
272 3129 5.86418637545
272 6092 3.83090721592
272 300 3.37110034104
273 7856 7.74386171831
273 2497 5.36446674618
273 2055 7.44153763823
273 2647 1.16402059043
274 3666 8.50540671706
274 7483 9.83748131751
274 4862 5.84727927027
274 7702 4.74265656862
274 6191 8.36118360731
275 7055 6.55400632244
276 7083 3.11273597389
277 8215 3.8503878657
278 3436 5.98739716234
279 6337 1.30686449988
279 5477 4.78679275744
279 9676 4.15888187143
279 1293 6.81435655951
279 2267 8.36743884798
279 732 4.31845872001
280 2766 4.32076227901
280 6038 4.25340867424
280 2533 2.16091538383
282 4362 3.81118350083
282 884 3.92092470878
282 557 7.29642377434
282 9567 9.64943188852
283 1864 5.26262041657
283 337 3.74655750037
283 4082 4.64430479424
283 9661 5.07533335532
284 9162 2.61688710034
284 2069 1.20633565592
285 6949 1.68886661136
286 9881 8.51565468421
287 7874 1.97601160357
287 4797 6.01214753013
287 6471 1.18885094305
288 4428 8.31590660413
288 3764 2.26232308027
288 5549 5.87700572758
289 9216 1.71813886781
289 1976 6.33939253315
289 1172 1.65874895333
289 6663 1.26640773499
290 1672 8.17189258805
290 1865 9.98118226343
290 3463 3.79287452756
291 1285 3.26914039702
291 2128 1.05700095195
291 946 4.26767360182
291 1727 3.40124234507
291 9693 7.63631709949
291 4158 9.63746644126
291 4735 4.22854943467
292 7617 9.28295189004
292 7618 5.74378479942
292 8562 9.79879059839
292 725 5.63304228248
293 7097 7.29515016739
293 9150 7.81415587994
293 2253 1.80833193624
293 8734 5.2692255994
293 8455 3.26444340664
294 5120 3.00778160651
294 9606 4.37953827941
294 6729 5.31083361882
294 4051 5.51077210304
294 5011 7.11220055329
294 9919 9.19181446689
295 5174 1.56349954626
296 5176 2.76733800513
296 5386 1.33034201771
296 8298 1.32587430243
296 1085 9.83605215845
297 7172 5.42533469012
297 8660 5.18770134062
297 6293 3.61401503531
298 7889 3.92373269302
299 4786 2.31245197322
299 9501 2.36062430018
