8500 103689
6 1248 8
6 1253 10
6 1261 2
6 1297 6
6 1321 10
6 1326 3
6 1377 7
6 1389 9
6 1390 6
6 1394 4
6 1396 6
6 1428 6
6 1439 6
6 1441 7
6 1442 1
6 1446 5
6 1453 4
6 1464 6
6 1465 4
6 1468 2
6 1471 6
6 1472 2
6 1476 4
6 1478 9
6 1484 2
6 1485 6
6 1487 10
6 1489 9
6 1490 10
6 1497 3
6 1501 2
6 1506 2
6 1507 9
6 1513 10
6 1514 6
6 1518 6
6 1524 8
6 1525 2
6 1531 5
6 1532 5
6 1533 2
6 1538 8
6 1549 1
6 1555 8
6 1556 5
6 1557 5
6 1563 5
6 1569 6
6 1573 8
6 1587 7
6 1597 8
6 1610 8
6 1619 4
6 1641 10
6 1648 9
6 1652 2
6 1654 5
6 1657 3
6 1662 5
6 1669 8
6 1679 4
6 1689 1
6 1692 2
6 1701 1
6 1716 4
6 1718 4
6 1752 7
6 1758 8
6 1768 4
6 1774 9
6 1783 6
6 1787 5
6 1788 8
6 1798 3
6 1861 8
6 1864 9
6 1982 4
6 2409 4
6 2651 3
6 2843 9
6 2909 2
6 3755 6
6 3892 8
6 4037 9
6 4134 3
6 4792 6
6 4942 10
6 5323 10
6 5697 6
6 6227 1
6 6330 3
6 6624 7
6 6765 5
6 6790 3
6 6965 5
6 7161 10
6 7632 10
6 8282 5
6 8290 10
7 6 2
7 28 4
7 30 4
7 32 6
7 35 8
7 38 1
7 54 3
7 55 6
7 61 10
7 75 1
7 93 9
7 105 10
7 228 6
7 259 9
7 271 4
7 299 7
7 524 2
7 1190 6
7 1193 10
7 1425 9
7 1471 4
7 1919 6
7 8283 9
7 8287 9
8 6 5
8 10 9
8 19 10
8 23 5
8 28 4
8 30 3
8 33 9
8 34 6
8 36 3
8 39 5
8 49 8
8 50 9
8 54 8
8 55 8
8 56 4
8 61 6
8 75 8
8 80 5
8 86 5
8 89 7
8 127 10
8 130 2
8 132 4
8 135 8
8 140 1
8 144 6
8 150 1
8 151 4
8 152 6
8 153 2
8 154 1
8 163 9
8 167 7
8 168 4
8 175 6
8 178 6
8 182 9
8 183 5
8 192 2
8 214 3
8 216 9
8 219 7
8 224 3
8 226 2
8 232 8
8 236 3
8 243 7
8 250 10
8 252 4
8 255 9
8 258 3
8 261 2
8 271 2
8 273 1
8 274 7
8 280 4
8 282 7
8 286 6
8 299 9
8 300 1
8 301 1
8 308 10
8 310 3
8 319 10
8 322 1
8 339 2
8 341 5
8 348 5
8 349 2
8 356 8
8 358 8
8 362 7
8 363 1
8 370 2
8 371 7
8 373 9
8 377 8
8 378 7
8 379 4
8 389 2
8 390 10
8 391 8
8 392 1
8 394 2
8 396 9
8 402 6
8 405 10
8 406 1
8 415 2
8 421 7
8 422 5
8 427 6
8 428 8
8 431 9
8 432 9
8 433 2
8 435 7
8 439 6
8 440 1
8 488 6
8 506 4
8 514 6
8 524 9
8 538 8
8 549 1
8 560 4
8 564 7
8 566 3
8 567 9
8 581 2
8 584 6
8 586 3
8 587 4
8 589 6
8 590 5
8 592 2
8 600 2
8 604 1
8 606 2
8 607 2
8 609 7
8 611 2
8 613 9
8 616 5
8 617 7
8 622 10
8 624 10
8 627 1
8 628 8
8 631 4
8 636 5
8 637 1
8 645 4
8 650 2
8 656 2
8 657 8
8 658 5
8 659 6
8 664 5
8 665 4
8 667 6
8 668 3
8 673 5
8 674 1
8 675 3
8 677 7
8 681 8
8 687 1
8 706 9
8 715 3
8 719 9
8 723 5
8 725 6
8 739 2
8 741 7
8 749 8
8 756 4
8 760 6
8 761 3
8 778 3
8 779 10
8 798 7
8 802 4
8 806 4
8 810 3
8 817 7
8 822 3
8 844 5
8 857 9
8 864 10
8 866 4
8 868 8
8 875 6
8 878 1
8 881 10
8 882 6
8 885 5
8 936 8
8 938 3
8 977 6
8 1092 2
8 8284 7
9 8 4
9 10 7
9 23 7
9 28 2
9 30 9
9 33 1
9 34 3
9 54 7
9 55 10
9 56 4
9 61 9
9 75 9
9 80 6
9 86 1
9 94 10
9 130 5
9 135 1
9 144 8
9 151 9
9 168 4
9 214 1
9 226 4
9 228 7
9 243 7
9 250 7
9 258 8
9 261 6
9 271 1
9 274 9
9 299 10
9 325 9
9 339 2
9 348 3
9 356 6
9 363 1
9 370 5
9 377 9
9 378 6
9 379 10
9 390 1
9 391 3
9 392 3
9 394 5
9 402 4
9 421 10
9 422 10
9 427 5
9 431 7
9 439 10
9 440 8
9 506 9
9 517 7
9 559 6
9 560 3
9 579 9
9 592 3
9 611 8
9 626 6
9 658 6
9 664 10
9 715 4
9 733 8
9 756 5
9 857 4
9 868 5
9 893 6
9 904 10
9 918 8
9 932 5
9 972 10
9 982 2
9 1049 3
9 1103 4
9 1384 3
9 1525 6
9 1580 3
9 1618 5
9 1652 3
9 1717 8
9 1855 2
9 1966 2
10 3 2
10 6 9
10 8 3
10 19 2
10 23 7
10 28 1
10 30 7
10 33 10
10 34 9
10 38 5
10 50 9
10 54 2
10 89 2
10 93 10
10 105 10
10 130 10
10 132 4
10 135 7
10 147 2
10 153 3
10 154 7
10 163 2
10 168 5
10 175 8
10 183 4
10 214 5
10 216 3
10 219 10
10 246 5
10 250 2
10 252 1
10 255 10
10 257 10
10 261 2
10 271 6
10 274 6
10 280 10
10 286 2
10 300 1
10 301 6
10 306 6
10 310 8
10 319 9
10 405 8
10 406 7
10 407 8
10 432 2
10 549 9
10 587 3
10 600 2
10 609 8
10 617 1
10 619 9
10 622 8
10 627 4
10 628 4
10 631 7
10 636 10
10 656 5
10 657 4
10 658 8
10 659 9
10 664 8
10 665 4
10 667 3
10 668 4
10 673 2
10 675 9
10 681 4
10 700 5
10 706 2
10 715 1
10 719 8
10 725 2
10 739 7
10 741 5
10 743 9
10 746 7
10 748 4
10 750 7
10 756 3
10 760 2
10 761 1
10 765 10
10 778 1
10 779 9
11 6 4
11 8 4
11 10 5
11 15 7
11 19 3
11 23 8
11 28 5
11 29 4
11 30 9
11 33 1
11 34 4
11 35 1
11 36 4
11 38 7
11 49 7
11 50 6
11 54 7
11 55 3
11 56 1
11 61 2
11 72 3
11 75 1
11 86 8
11 89 6
11 93 5
11 95 8
11 105 3
11 127 4
11 130 6
11 132 6
11 147 10
11 151 8
11 153 9
11 154 7
11 163 9
11 168 9
11 171 9
11 178 1
11 183 9
11 192 10
11 204 4
11 214 9
11 216 7
11 219 1
11 224 4
11 227 5
11 228 9
11 230 8
11 246 3
11 250 3
11 252 7
11 255 5
11 257 5
11 259 2
11 261 5
11 271 2
11 274 3
11 282 7
11 285 10
11 286 9
11 298 4
11 299 9
11 306 9
11 308 1
11 310 6
11 313 8
11 317 9
11 319 9
11 322 3
11 325 5
11 332 3
11 334 9
11 338 3
11 350 8
11 372 9
11 406 9
11 407 4
11 415 1
11 429 6
11 431 5
11 432 10
11 439 9
11 440 2
11 465 4
11 488 7
11 506 6
11 514 1
11 545 7
11 549 10
11 559 4
11 560 4
11 575 5
11 579 4
11 587 3
11 600 4
11 607 3
11 608 7
11 609 7
11 611 3
11 613 5
11 617 5
11 622 6
11 624 3
11 627 7
11 628 9
11 631 7
11 636 1
11 637 10
11 643 8
11 644 3
11 647 8
11 658 6
11 659 10
11 664 9
11 667 6
11 668 4
11 673 6
11 674 4
11 675 2
11 677 6
11 681 2
11 684 3
11 687 1
11 694 7
11 700 2
11 705 4
11 706 8
11 707 8
11 710 3
11 715 6
11 717 7
11 719 10
11 722 8
11 723 5
11 725 3
11 730 6
11 733 4
11 739 3
11 741 9
11 743 10
11 744 7
11 746 6
11 748 5
11 749 10
11 750 4
11 756 7
11 760 5
11 761 9
11 762 6
11 763 7
11 764 5
11 765 4
11 771 8
11 779 1
11 791 6
11 793 7
11 798 7
11 802 4
11 803 7
11 805 5
11 806 6
11 810 5
11 817 1
11 822 6
11 825 10
11 826 4
11 829 6
11 836 8
11 837 7
11 838 6
11 839 10
11 844 7
11 849 6
11 853 9
11 857 10
11 859 6
11 863 6
11 864 7
11 866 9
11 868 10
11 871 10
11 873 2
11 878 4
11 881 4
11 882 6
11 885 3
11 887 6
11 893 1
11 895 10
11 904 10
11 907 4
11 908 9
11 913 7
11 918 3
11 922 9
11 929 8
11 932 10
11 934 10
11 935 8
11 936 1
11 937 10
11 941 5
11 942 3
11 943 4
11 945 1
11 946 10
11 947 9
11 955 4
11 956 1
11 958 7
11 959 4
11 960 3
11 963 2
11 968 4
11 971 6
11 975 8
11 978 8
11 982 6
11 985 6
11 989 2
11 993 10
11 994 10
11 999 8
11 1000 2
11 1006 6
11 1012 7
11 1018 2
11 1022 1
11 1031 8
11 1032 4
11 1034 4
11 1035 1
11 1049 8
11 1055 3
11 1061 10
11 1062 3
11 1075 4
11 1080 4
11 1092 4
11 1097 8
11 1103 6
11 1111 1
11 1124 7
11 1127 5
11 1128 6
11 1137 10
11 1144 5
11 1151 5
11 1154 8
11 1156 1
11 1160 10
11 1164 5
11 1165 7
11 1167 6
11 1168 1
11 1185 3
11 1186 2
11 1190 7
11 1191 4
11 1193 1
11 1196 9
11 1199 9
11 1200 3
11 1201 2
11 1203 7
11 1211 5
11 1218 8
11 1220 2
11 1221 7
11 1222 1
11 1230 3
11 1239 4
11 1241 6
11 1243 6
11 1248 4
11 1250 5
11 1253 7
11 1259 2
11 1260 5
11 1261 2
11 1279 8
11 1282 3
11 1284 9
11 1285 8
11 1286 8
11 1296 4
11 1297 5
11 1305 4
11 1307 5
11 1310 9
11 1319 6
11 1321 7
11 1322 6
11 1326 7
11 1330 3
11 1353 6
11 1360 9
11 1372 2
11 1374 2
11 1375 10
11 1377 5
11 1378 5
11 1382 2
11 1384 3
11 1385 8
11 1389 8
11 1390 5
11 1394 9
11 1396 8
11 1402 7
11 1407 3
11 1411 7
11 1412 2
11 1413 2
11 1418 10
11 1420 7
11 1425 8
11 1428 7
11 1435 6
11 1437 6
11 1439 6
11 1441 6
11 1442 9
11 1444 2
11 1446 10
11 1453 4
11 1464 3
11 1465 7
11 1468 8
11 1471 9
11 1476 1
11 1482 10
11 1484 3
11 1485 6
11 1486 10
11 1487 5
11 1489 3
11 1490 9
11 1492 7
11 1496 9
11 1497 10
11 1501 8
11 1506 10
11 1507 2
11 1513 2
11 1514 8
11 1518 5
11 1520 8
11 1521 7
11 1524 10
11 1525 8
11 1531 6
11 1532 2
11 1533 4
11 1534 6
11 1538 6
11 1542 6
11 1547 3
11 1549 1
11 1550 10
11 1555 8
11 1556 1
11 1557 10
11 1565 6
11 1566 6
11 1583 8
11 1585 4
11 1592 3
11 1608 1
11 1610 7
11 1613 7
11 1619 2
11 1621 3
11 1622 6
11 1628 9
11 1629 2
11 1633 5
11 1637 1
11 1638 7
11 1641 2
11 1646 5
11 1648 8
11 1649 7
11 1652 9
11 1653 10
11 1654 9
11 1657 2
11 1658 2
11 1661 4
11 1662 1
11 1669 6
11 1672 4
11 1679 7
11 1680 9
11 1687 5
11 1688 9
11 1689 7
11 1692 8
11 1697 9
11 1700 4
11 1701 8
11 1706 7
11 1707 7
11 1714 10
11 1716 6
11 1717 2
11 1718 3
11 1726 1
11 1729 1
11 1730 10
11 1732 8
11 1746 5
11 1747 10
11 1749 8
11 1752 9
11 1757 10
11 1758 9
11 1768 6
11 1769 8
11 1771 7
11 1772 5
11 1774 6
11 1780 9
11 1783 8
11 1787 8
11 1788 5
11 1791 1
11 1798 8
11 1802 10
11 1805 7
11 1811 2
11 1816 8
11 1835 5
11 1836 7
11 1842 7
11 1847 8
11 1848 4
11 1849 8
11 1855 7
11 1857 10
11 1858 2
11 1859 1
11 1861 4
11 1864 10
11 1880 10
11 1884 8
11 1888 5
11 1893 3
11 1901 1
11 1903 7
11 1908 5
11 1919 10
11 1920 3
11 1927 5
11 1953 6
11 1956 9
11 1963 3
11 1964 7
11 1965 5
11 1966 8
11 1969 2
11 1973 2
11 1977 3
11 1979 1
11 1983 6
11 1985 9
11 1987 6
11 1990 9
11 1991 4
11 1992 6
11 1997 1
11 2004 5
11 2007 6
11 2014 1
11 2055 7
11 2060 3
11 2062 4
11 2066 4
11 2071 7
11 2073 6
11 2076 9
11 2079 5
11 2085 7
11 2091 3
11 2095 5
11 2097 7
11 2101 8
11 2109 4
11 2114 7
11 2117 10
11 2119 8
11 2128 2
11 2134 10
11 2137 7
11 2144 10
11 2145 4
11 2151 6
11 2157 1
11 2168 7
11 2178 1
11 2181 4
11 2182 9
11 2193 3
11 2202 3
11 2205 1
11 2206 4
11 2210 3
11 2237 6
11 2240 8
11 2241 3
11 2246 3
11 2252 10
11 2253 2
11 2257 4
11 2273 3
11 2289 1
11 2294 6
11 2328 3
11 2329 6
11 2332 4
11 2333 8
11 2339 3
11 2341 10
11 2345 2
11 2350 7
11 2362 7
11 2364 8
11 2381 3
11 2384 6
11 2385 10
11 2397 1
11 2400 4
11 2409 1
11 2410 5
11 2411 2
11 2426 10
11 2435 5
11 2456 6
11 2470 4
11 2475 7
11 2479 6
11 2484 2
11 2485 6
11 2490 8
11 2499 1
11 2504 8
11 2506 8
11 2508 10
11 2517 2
11 2535 6
11 2544 10
11 2565 9
11 2570 3
11 2575 2
11 2579 1
11 2580 9
11 2585 2
11 2587 5
11 2593 8
11 2595 3
11 2604 7
11 2612 9
11 2619 8
11 2625 8
11 2643 5
11 2646 10
11 2653 3
11 2655 1
11 2657 7
11 2665 6
11 2669 10
11 2685 1
11 2686 4
11 2696 3
11 2720 10
11 2727 1
11 2746 6
11 2754 4
11 2760 4
11 2763 7
11 2775 7
11 2777 10
11 2787 4
11 2794 7
11 2811 1
11 2843 1
11 2859 5
11 2871 4
11 2900 1
11 2923 2
11 2932 8
11 2958 8
11 2981 1
11 3002 10
11 3005 10
11 3007 6
11 3010 1
11 3014 2
11 3024 8
11 3026 4
11 3028 4
11 3034 4
11 3059 10
11 3073 8
11 3084 2
11 3092 4
11 3114 7
11 3117 7
11 3125 8
11 3136 5
11 3140 1
11 3144 8
11 3180 1
11 3192 5
11 3258 4
11 3260 6
11 3284 4
11 3291 2
11 3309 1
11 3321 6
11 3334 10
11 3352 2
11 3394 6
11 3404 7
11 3433 5
11 3439 7
11 3443 4
11 3447 4
11 3452 10
11 3453 6
11 3454 8
11 3458 6
11 3463 5
11 3464 4
11 3480 6
11 3529 1
11 3537 6
11 3557 9
11 3562 3
11 3568 9
11 3607 8
11 3615 2
11 3631 10
11 3635 8
11 3645 2
11 3650 7
11 3660 10
11 3661 4
11 3680 2
11 3748 3
11 3755 2
11 3787 6
11 3800 6
11 3806 5
11 3807 10
11 3812 7
11 3830 8
11 3843 9
11 3847 10
11 3871 5
11 3892 9
11 3903 1
11 3926 5
11 3937 3
11 3956 3
11 3958 5
11 3967 4
11 3970 3
11 4011 6
11 4013 2
11 4021 7
11 4024 9
11 4040 9
11 4043 8
11 4044 4
11 4055 3
11 4058 1
11 4065 8
11 4072 4
11 4088 9
11 4103 5
11 4124 10
11 4162 6
11 4179 5
11 4201 8
11 4212 2
11 4231 4
11 4247 9
11 4256 10
11 4261 9
11 4263 10
11 4266 1
11 4269 2
11 4289 5
11 4290 8
11 4297 10
11 4299 2
11 4335 10
11 4384 4
11 4417 8
11 4422 9
11 4424 8
11 4463 7
11 4485 9
11 4510 9
11 4528 6
11 4531 9
11 4547 9
11 4578 1
11 4613 5
11 4661 4
11 4662 9
11 4706 6
11 4709 8
11 4719 7
11 4796 7
11 4808 5
11 4811 6
11 4814 10
11 4820 2
11 4827 3
11 4938 6
11 4962 5
11 5026 8
11 5037 7
11 5055 8
11 5073 3
11 5092 8
11 5100 4
11 5106 7
11 5130 8
11 5132 4
11 5144 1
11 5802 2
11 6170 6
11 6496 6
11 6715 7
11 6739 5
11 8286 5
11 8287 9
11 8290 2
11 8291 2
11 8293 7
12 8 3
12 28 1
12 30 5
12 56 8
12 72 1
12 80 8
12 214 1
12 219 6
12 232 10
12 236 8
12 250 2
12 255 4
12 257 5
12 259 6
12 274 5
12 282 1
12 286 8
12 290 1
12 299 4
12 349 1
12 356 5
12 362 8
12 390 4
12 407 8
12 427 10
12 428 2
12 432 8
12 435 6
12 538 5
12 564 2
12 609 3
12 631 6
12 644 8
12 663 9
12 668 4
12 675 10
12 677 3
12 697 2
12 706 4
12 725 8
12 748 10
12 756 4
12 765 9
12 793 6
12 805 3
12 810 1
12 822 8
12 838 1
12 857 8
12 937 2
12 1014 1
12 1160 3
12 1241 6
12 1297 5
12 1464 7
12 1573 1
12 1629 2
12 1638 6
12 2252 8
12 2708 6
12 3371 7
12 3843 10
12 4233 4
12 8287 7
12 8291 7
13 28 7
13 30 8
13 178 3
13 214 3
13 216 5
13 232 9
13 250 9
13 252 1
13 271 3
13 302 2
13 341 8
14 3 6
14 10 6
14 23 8
14 28 10
14 30 7
14 32 2
14 49 6
14 54 3
14 55 9
14 56 7
14 61 10
14 75 6
14 95 5
14 127 7
14 130 8
14 140 4
14 150 5
14 152 3
14 178 6
14 182 6
14 183 5
14 192 4
14 214 7
14 216 6
14 219 4
14 224 10
14 226 4
14 236 6
14 250 8
14 259 2
14 261 5
14 271 8
14 282 10
14 299 7
14 324 7
14 325 8
14 338 1
14 356 3
14 363 10
14 368 6
14 371 9
14 377 4
14 378 10
14 390 1
14 391 5
14 394 4
14 396 6
14 402 2
14 421 5
14 422 10
14 427 5
14 440 7
14 477 10
14 517 10
14 524 4
14 538 7
14 560 10
14 564 8
14 566 8
14 567 6
14 581 9
14 584 8
14 589 5
14 609 10
14 611 9
14 613 3
14 616 10
14 617 7
14 619 7
14 626 3
14 631 9
14 650 4
14 656 1
14 665 5
14 797 9
14 968 1
14 1031 9
14 1053 7
14 1080 6
14 1123 1
14 1164 5
14 1259 7
14 1307 1
14 1385 10
14 1496 8
14 1717 10
14 1835 2
14 1842 4
14 1855 7
14 1864 2
14 1927 1
14 1966 10
14 2016 6
14 2066 3
14 2117 7
14 2134 1
14 2193 3
14 2339 10
14 2384 2
14 2470 9
14 2475 3
14 2479 1
14 2565 7
14 2587 2
14 2595 9
14 2643 4
14 2653 5
14 3192 7
14 3562 8
14 4055 8
14 4179 7
14 4247 8
14 8285 6
14 8287 8
15 8 4
15 23 3
15 28 7
15 30 5
15 32 10
15 33 6
15 38 7
15 49 10
15 54 7
15 55 6
15 56 4
15 61 8
15 95 1
15 105 8
15 152 2
15 214 2
15 299 3
15 368 7
15 417 10
15 477 3
15 560 9
15 589 3
15 600 7
15 667 9
15 737 10
15 756 5
15 762 3
15 893 8
15 974 6
15 1006 9
15 1297 3
15 1717 5
15 2066 6
15 2144 6
15 2229 8
15 2398 7
15 2643 1
15 2651 4
15 3005 7
15 3334 8
15 3755 4
15 4037 10
15 4561 6
15 4600 2
15 4645 7
15 4658 2
15 7632 10
15 7871 1
15 8287 8
15 8292 7
16 28 9
16 30 10
16 637 7
16 749 10
16 789 10
16 817 1
16 857 9
16 887 2
16 982 8
16 993 7
16 1186 2
16 1374 10
16 1412 2
16 1580 9
16 1672 3
17 3 7
17 8 2
17 10 9
17 28 8
17 30 8
17 32 6
17 33 6
17 35 3
17 50 8
17 54 5
17 55 8
17 95 6
17 108 3
17 127 1
17 135 3
17 183 9
17 214 7
17 258 4
17 261 7
17 271 5
17 273 7
17 282 8
17 299 2
17 339 6
17 356 1
17 359 7
17 377 10
17 378 9
17 391 5
17 524 2
17 590 4
17 592 7
17 624 1
17 656 9
17 658 9
17 667 2
17 675 10
17 739 3
17 750 1
17 756 9
17 941 2
17 982 5
17 1190 4
17 1218 9
17 1513 8
18 30 5
18 36 4
18 55 8
18 144 9
18 192 6
18 214 7
18 308 1
18 429 7
18 477 4
18 549 7
18 643 7
18 2570 3
19 3 7
19 6 4
19 23 6
19 28 1
19 30 2
19 33 3
19 38 4
19 50 9
19 54 7
19 55 9
19 61 3
19 89 6
19 127 5
19 130 6
19 132 1
19 151 2
19 154 9
19 163 9
19 168 8
19 182 4
19 183 10
19 214 5
19 216 5
19 219 5
19 250 7
19 252 6
19 257 1
19 261 9
19 271 8
19 274 7
19 286 1
19 299 1
19 371 9
19 564 8
19 581 3
19 584 10
19 589 4
19 590 1
19 592 9
20 3 7
20 6 1
20 19 8
20 30 8
20 33 2
20 34 8
20 36 2
20 50 2
20 54 8
20 55 8
20 56 7
20 61 6
20 75 2
20 80 6
20 89 8
20 105 9
20 132 6
20 135 2
20 140 4
20 151 5
20 153 1
20 167 7
20 168 6
20 182 1
20 183 6
20 214 10
20 216 1
20 224 7
20 232 5
20 243 9
20 250 8
20 252 3
20 255 7
20 257 3
20 258 5
20 261 7
20 271 5
20 274 5
20 282 6
20 286 10
20 299 10
20 306 5
20 308 8
20 310 2
20 321 3
20 322 4
20 325 1
20 339 4
20 348 9
20 350 6
20 363 10
20 368 9
20 370 2
20 371 5
20 377 1
20 378 3
20 379 2
20 391 1
20 402 7
20 405 4
20 425 3
20 427 8
20 429 6
20 447 5
20 465 8
20 477 1
20 564 10
20 567 4
20 590 3
20 592 1
20 600 7
20 606 5
20 609 5
20 611 6
20 624 3
20 626 2
20 631 10
20 636 2
20 650 4
20 656 5
20 657 6
20 658 7
20 667 8
20 673 4
20 675 1
20 677 4
20 681 10
20 697 2
20 700 9
20 704 6
20 706 5
20 707 10
20 722 6
20 723 7
20 746 10
20 749 4
20 756 5
20 765 8
20 803 4
20 829 1
20 838 3
20 853 4
20 861 5
20 864 3
20 896 9
20 918 3
20 941 8
20 943 1
20 979 9
20 981 9
20 982 7
20 993 10
20 994 8
20 1034 6
20 1044 1
20 1055 2
20 1062 2
20 1075 6
20 1156 7
20 1164 1
20 1167 5
20 1190 1
20 1211 4
20 1218 8
20 1307 2
20 1321 9
20 1352 4
20 1374 2
20 1389 10
20 1396 4
20 1402 5
20 1501 3
20 1513 8
20 1569 3
20 1585 4
20 1597 4
20 1604 9
20 1680 8
20 1692 4
20 1730 9
20 1758 2
20 1774 3
20 1783 3
20 1787 8
20 1855 5
20 1859 4
20 1919 1
20 1965 5
20 1966 8
20 2134 7
20 2165 8
20 2281 6
20 2285 2
20 2324 7
20 2339 7
20 2348 3
20 2411 2
20 2484 2
20 2517 2
20 2565 8
20 2693 5
20 2774 9
20 2775 1
20 2777 3
20 2828 6
20 2877 9
20 2900 1
20 3027 9
20 3136 7
20 3371 2
20 3456 7
20 3516 6
20 3614 3
20 3755 4
20 4179 9
20 4373 3
20 5327 6
20 5714 6
20 5775 5
20 5780 1
20 5814 7
20 5818 8
20 6229 1
20 6262 5
20 6780 8
20 7726 10
20 8288 1
21 28 7
21 30 9
21 35 7
21 54 6
21 61 10
21 75 8
21 86 6
21 89 8
21 105 6
21 135 1
21 140 5
21 144 8
21 150 2
21 168 1
21 183 8
21 219 4
21 236 4
21 243 10
21 250 9
21 252 1
21 271 9
21 299 8
21 308 4
21 334 2
21 356 4
21 370 2
21 422 4
21 429 2
21 433 5
21 439 3
21 447 2
21 465 4
21 488 1
21 549 7
21 590 1
21 592 4
21 611 7
21 613 9
21 637 10
21 656 1
21 657 2
21 664 1
21 667 6
21 723 5
21 725 7
21 760 1
21 765 3
21 789 6
21 794 1
21 802 7
21 837 9
21 853 7
21 868 10
21 871 4
21 887 6
21 893 1
21 908 4
21 932 4
21 960 2
21 963 7
21 1014 5
21 1049 4
21 1190 7
21 1297 3
21 1476 9
21 1707 4
